Name,Code,Industry,myOpinion,Price,Change,Change%,Volume,PE,PB,"Market cap",Revenue,Profit,NetMargin,ROE,1M,3M,1Y,3Y,5Y,10Y
"Polyplex Corporation",2968,Chemicals,YES,569.55," -0.85 "," -0.15% ","27,596",8.85,0.68,"1,818.64","3,821.00",371.41,9.51,14.94,13.91,29.75,31.53,34.12,35.67,21.21
"Power Finance Corp.",5190,Services,YES,82.80," 1.95 "," 2.41% ","8,598,650",3.76,0.53,"21,780.67","26,418.07","5,799.88",21.59,15.17,1.13,0.31,-37.23,-11.82,4.00,2.65
"Power Grid Corporation",5191,Utilities,YES,192.85," 0.25 "," 0.13% ","4,098,766",12.36,1.87,"99,844.89","30,698.21","8,427.09",25.41,16.42,0.86,-0.82,-8.35,15.35,13.89,7.85
"Power Mech Projects",23095,Engineering,,927.10," 32.70 "," 3.66% ","4,440",15.64,1.84,"1,339.34","1,651.39",100.20,6.04,13.80,-8.47,-7.83,63.50,15.49,-,-
"Prabhat Dairy",23127,"Consumer Goods",,137.55," 0.60 "," 0.44% ","18,020",25.86,1.83,"1,358.19","1,580.13",52.51,3.32,6.66,-10.02,-6.29,6.04,7.55,-,-
"Praj Industries",2982,Engineering,,102.25," -7.00 "," -6.41% ","1,714,078",44.21,2.59,"1,881.92",922.28,42.57,4.48,5.53,37.77,36.31,60.19,8.82,24.50,-2.43
"Prataap Snacks",23889,"Consumer Goods",,"1,068.30"," 13.15 "," 1.25% ","2,621",56.06,4.74,"2,511.82","1,076.04",44.81,4.12,4.37,-13.96,-9.42,-,-,-,-
"Prestige Estates Projects",21040,"Real Estate",,219.50," 7.15 "," 3.37% ","103,129",20.50,1.68,"8,178.75","5,080.30",420.40,8.15,8.99,-12.95,-17.81,-15.47,0.57,11.04,-
Pricol,23668,Auto,,54.35," 0.30 "," 0.56% ","89,638",9.75,0.59,519.49,"1,370.33",53.31,3.89,-7.04,-16.20,-21.61,-36.89,-,-,-
"Prism Johnson",3036,Cement,,96.45," -0.15 "," -0.16% ","261,370",39.32,4.45,"4,872.49","5,581.38",123.92,2.20,5.10,-12.62,-5.01,-9.42,2.16,27.46,12.14
"PSP Projects Ltd.",23749,"Real Estate",,432.95," 5.00 "," 1.17% ","34,235",21.69,4.82,"1,559.16",808.75,71.89,8.67,32.70,-7.45,-12.75,29.62,-,-,-
"PTC India",15771,Services,,70.00," 1.40 "," 2.04% ","1,769,088",6.57,0.63,"2,070.58","17,174.32",315.29,1.82,10.35,-20.97,-13.98,-44.27,7.02,8.91,0.08
PVR,16471,General,Explore,"1,285.40"," 31.75 "," 2.53% ","506,604",45.35,5.34,"6,004.51","2,393.78",132.71,5.50,12.25,-5.23,-7.25,3.19,15.55,23.41,22.55
"Quess Corp",23411,Bank/Finance,YES,899.35," -1.55 "," -0.17% ","45,397",37.84,5.17,"12,948.09","6,717.01",339.20,5.00,18.77,-16.20,-16.70,7.98,-,-,-
"Radico Khaitan",15666,"Consumer Goods",Explore,372.35," 17.60 "," 4.96% ","408,885",34.32,4.19,"4,982.36","7,010.18",145.18,2.06,11.22,-17.68,-10.59,132.70,62.27,23.78,19.33
"Rain Industries",3039,Cement,YES,177.80," -1.65 "," -0.92% ","205,497",5.44,1.30,"5,980.23","13,305.05","1,140.39",8.53,22.26,-15.18,-10.13,6.19,67.57,36.32,16.12
"Rajesh Exports",3159,General,YES,751.60," -18.90 "," -2.45% ","251,433",16.27,3.06,"22,252.27","181,204.05","1,368.09",0.75,23.32,19.34,28.32,1.74,16.38,51.97,36.41
"Rajratan Global Wire",3172,Auto,,839.50," 1.05 "," 0.13% ","1,661",16.63,3.06,365.33,401.07,21.96,5.41,16.87,-4.95,41.73,46.77,107.04,-,22.42
"Rallis India",3177,Chemicals,,188.55," 0.40 "," 0.21% ","100,550",20.66,2.94,"3,656.02","1,922.22",176.35,9.10,14.51,-3.09,-5.19,-11.50,-5.51,4.47,19.65
"Ramco Industries",5229,"real Estate",YES,206.90," 5.90 "," 2.94% ","38,952",23.08,2.62,"1,798.26",863.84,77.92,8.69,2.81,-14.52,-14.81,-15.35,21.46,40.22,20.61
"Ramkrishna Forgings",15811,Engineering,,624.00," 5.55 "," 0.90% ","15,568",18.15,2.63,"2,056.04","1,583.64",113.30,7.14,15.59,1.97,-14.27,12.02,0.65,59.17,21.17
"Rane Holdings",3197,Auto,YES,"1,560.70"," -17.15 "," -1.09% ","2,102",17.46,2.77,"2,220.20","2,438.68",7.04,0.29,2.89,-19.85,-20.61,-7.83,37.24,60.66,33.66
"Rashtriya Chem  and  Fert.",3208,Chemicals,,63.85," 0.70 "," 1.11% ","1,073,063",43.26,1.19,"3,514.25","7,701.83",81.24,1.05,2.69,-8.74,-13.73,-28.28,12.35,15.55,2.14
"Ratnamani Metals  and  Tubes",3220,Mines/Mineral,YES,860.65," 9.00 "," 1.06% ","3,908",21.31,2.91,"3,971.41","2,081.65",186.40,8.80,12.16,-2.14,-9.81,-2.75,10.69,47.59,20.05
"RattanIndia Power",20503,General,,3.65," -0.10 "," -2.67% ","5,248,163",-,0.23,"1,077.82","2,223.89",-289.02,-11.67,-50.67,-9.64,1.35,-35.34,-14.71,-10.95,-
Raymond,3232,General,YES,727.55," 6.30 "," 0.87% ","243,503",31.27,2.45,"4,437.84","5,960.19",150.12,2.47,8.41,-10.51,-24.58,-9.62,22.84,27.81,16.79
"RBL Bank",21457,Bank/Finance,YES,536.25," 15.05 "," 2.89% ","1,415,243",33.24,3.31,"22,738.21","4,829.01","1,940.61",4.04,1.16,-14.52,-6.74,1.87,-,-,-
"Redington India",15683,IT,,99.90," -0.10 "," -0.10% ","1,196,268",8.48,1.11,"4,003.73","43,801.41",470.92,1.07,14.51,9.23,-16.70,-32.57,-3.43,12.98,7.46
"Relaxo Footwears",3247,General,Explore,764.25," 9.40 "," 1.25% ","25,327",54.48,11.45,"9,243.16","2,040.44",169.67,8.29,23.56,-11.27,3.94,45.55,11.94,55.37,68.71
"Reliance Capital",3249,Bank/Finance,YES,317.95," 1.90 "," 0.60% ","7,192,034",5.89,0.53,"8,055.10","19,611.00","1,224.00",6.22,8.23,-28.09,-23.92,-49.17,-3.80,-1.54,-12.79
"Reliance Naval and Engineering",17433,Engineering,,12.80," 0.55 "," 4.49% ","1,297,441",-,-7.65,951.49,205.60,"-1,072.87",-488.98,-107.07,-24.15,-6.49,-76.95,-40.56,-24.84,-
"Reliance Indl Infrastructure",3251,"Real Estate",,371.05," 5.35 "," 1.46% ","271,762",56.87,1.72,558.40,85.84,9.82,9.66,2.80,-15.10,-15.72,-24.64,4.96,3.62,-6.24
"Reliance Industries",3252,"Oil and Gas",YES,"1,251.40"," 20.80 "," 1.69% ","6,396,828",21.78,2.62,"793,414.27","468,404.00","36,431.00",7.64,12.95,-3.67,22.51,49.79,43.15,23.71,9.28
"Reliance Infrastructure",403,General,,321.15," 2.80 "," 0.88% ","4,273,637",6.61,1.34,"8,441.98","25,834.01","1,160.33",4.29,20.35,-22.33,-24.27,-31.37,-1.91,-4.84,-9.62
"Reliance Nippon Life Asset Management",24009,General,YES,183.95," 5.10 "," 2.85% ","140,033",21.99,4.78,"11,257.74","1,568.00",512.00,28.60,25.28,-24.25,-17.68,-,-,-,-
"Reliance Power",18248,Utilities,,27.25," 0.25 "," 0.93% ","7,652,068",7.34,0.34,"7,643.97","9,489.37","1,041.29",10.69,4.71,-19.88,-21.17,-36.02,-13.36,-17.73,-16.56
"Religare Enterprises",17944,Bank/Finance,,36.95," -1.20 "," -3.15% ","1,878,224",-,0.32,803.77,12.46,-153.58,-340.96,-61.62,-21.50,-24.16,0.79,-49.42,-35.64,-20.35
"Repco Home Finance Ltd.",21999,Bank/Finance,YES,439.95," -11.25 "," -2.49% ","705,712",12.24,1.95,"2,715.16","1,126.65",221.87,19.65,16.51,-21.83,-18.74,-26.34,-13.48,13.34,-
"Rico Auto Inds.",3272,Auto,YES,72.70," -0.40 "," -0.55% ","142,223",16.67,1.70,983.52,"1,284.95",57.43,4.42,9.82,-11.19,7.83,-20.39,16.27,66.37,16.20
"Ruby Mills",3322,Manufacturing,YES,292.30," -6.75 "," -2.26% ","2,948",14.14,1.09,488.22,192.90,34.52,16.76,9.71,-8.80,-15.41,-1.57,16.04,31.80,6.73
"Rupa  and  Company Ltd.",21476,General,,325.85," -4.55 "," -1.38% ","67,446",27.21,4.99,"2,602.04","1,129.92",95.61,8.44,18.37,-13.32,-19.30,-17.42,0.88,14.89,-
"S.H. Kelkar and Co",23152,General,,205.70," -6.40 "," -3.02% ","33,564",34.15,3.36,"2,940.14","1,026.51",83.74,8.00,11.09,-7.58,-6.99,-15.16,-,-,-
"Sadbhav Engineering",16530,Engineering,,239.35," -8.10 "," -3.27% ","501,810",18.92,2.16,"4,160.59","3,644.05",219.90,6.00,-12.69,-6.75,-16.37,-14.17,-4.82,32.52,12.24
"Sadhana Nitro Chem",3387,Chemicals,YES,"1,198.95"," -24.45 "," -2.00% ",530,21.04,16.34,"1,116.84",159.71,53.09,32.98,110.55,69.56,100.36,"1,684.68",293.03,160.03,50.30
"Safari Industries (India)",3388,CHemicals,Explore,774.60," -24.25 "," -3.04% ","15,390",57.53,9.44,"1,732.02",466.81,30.11,6.43,15.81,-14.65,31.61,102.06,68.67,73.68,66.05
"Sahyadri Industries",17249,"real Estate",YES,181.85," 1.00 "," 0.55% ","27,029",6.14,1.19,173.59,288.42,28.26,9.77,20.60,-22.48,-15.35,12.47,24.43,38.08,15.25
"Saint-Gobain Sekurit India",6092,General,,55.65," -0.50 "," -0.89% ","37,485",33.23,4.88,507.00,153.59,15.26,9.73,14.72,-6.18,-8.85,17.10,12.61,35.35,11.98
"Salzer Electronics",3412,General,,164.15," 7.90 "," 5.06% ","19,832",12.84,0.92,263.13,464.66,20.50,4.40,7.99,-3.59,-16.56,-9.90,-11.05,24.67,11.01
"Sandhar Technologies",24274,Auto,,322.60," 6.15 "," 1.94% ","30,512",29.94,1.72,"1,946.27",-,-,-,15.15,-17.74,-20.59,-,-,-,-
"Sanghvi Movers",3446,"Real Estate",,124.65," 3.65 "," 3.02% ","16,621",-,0.70,546.08,234.61,-64.44,-26.75,-6.97,-14.71,-34.76,-10.95,-27.23,24.19,-4.31
"Sanofi India",6796,Chemicals,Explore,"6,367.10"," -135.20 "," -2.08% ","4,827",38.78,7.03,"14,518.50","2,639.20",374.40,13.76,16.87,6.74,24.04,62.53,15.89,21.03,23.22
"Sarla Performance Fibers",3469,Manufacturing,,34.15," 0.10 "," 0.29% ","11,667",8.00,0.94,283.91,279.74,35.51,11.83,14.85,-12.22,-15.09,-32.57,-13.30,-,13.87
"Sasken Technologies",16034,IT,YES,972.35," 44.30 "," 4.77% ","16,090",17.87,2.56,"1,663.70",519.72,93.13,16.50,13.94,-1.00,-8.44,79.49,58.52,51.18,21.16
"Satin Creditcare Network",23099,Bank/Finance,YES,309.85," -4.60 "," -1.46% ","55,604",14.55,1.37,"1,515.29","1,143.34",103.92,9.08,-0.41,-14.97,-8.97,5.13,18.01,-,-
"Savita Oil Technologies",3488,Chemicals,YES,"1,031.95"," -1.65 "," -0.16% ",594,12.35,1.96,"1,494.37","1,904.12",121.02,6.31,14.94,-8.54,-16.22,-13.36,24.19,23.75,16.73
"SBI Life Insurance Company",23887,Insurance,,577.25," 11.20 "," 1.98% ","141,456",48.57,8.48,"57,855.00","26,152.00","1,191.27",3.44,19.43,-14.35,-17.93,-,-,-,-
"Schaeffler India",1128,Auto,,"5,354.65"," 51.25 "," 0.97% ","5,170",35.35,5.02,"8,973.33","2,034.37",253.85,11.95,15.01,-1.30,-0.39,10.35,8.16,33.76,30.93
"Schneider Electric Infrastruct",21567,General,,115.60," -1.10 "," -0.94% ","191,890",-,45.67,"2,749.70","1,368.52",-33.51,-2.39,-77.48,6.09,26.92,-8.25,-10.90,14.78,-
"Security and Intelligence Services",23830,Services,,938.05," -9.55 "," -1.01% ","34,241",38.01,6.47,"6,839.20","6,201.25",191.96,3.08,21.91,-17.34,-14.01,23.15,-,-,-
"Seshasayee Paper  and  Boards",3521,"consumer Goods",YES,"1,076.35"," -2.40 "," -0.22% ","4,567",10.54,1.85,"1,349.66","1,144.83",128.01,11.07,18.40,2.22,22.85,48.81,67.23,41.99,25.12
"Seya Industries",3791,Chemicals,YES,535.10," 3.85 "," 0.72% ","2,154",19.96,1.74,"1,316.35",372.89,65.96,17.64,21.96,-20.05,29.53,24.53,-,-,-
"Shaily Engineering Plastics",7860,Services,,965.80," -14.95 "," -1.52% ","5,367",31.36,6.08,790.25,337.83,25.20,7.41,20.80,-20.27,-21.46,64.80,36.03,-,-
"Shakti Pumps (India)",3531,Engineering,YES,340.60," -8.70 "," -2.49% ","52,886",17.43,2.41,626.03,442.14,35.92,8.03,14.31,-19.41,-33.51,-23.85,40.24,53.99,21.54
"Shalimar Paints",3532,Chemicals,,98.55," 4.15 "," 4.40% ","27,641",-,2.08,222.40,248.74,-50.43,-20.20,-28.37,-22.15,-18.73,-51.06,-1.26,12.17,5.01
"Shankara Building Products",23702,Mines/Mineral,,"1,218.90"," 53.30 "," 4.57% ","94,478",36.37,5.82,"2,764.88","2,742.26",76.04,2.77,17.46,-24.83,-27.31,-16.69,-,-,-
"Sharda Cropchem",22558,Chemicals,,330.00," -1.00 "," -0.30% ","27,923",16.38,2.55,"2,977.28","1,829.42",181.79,9.89,18.22,-18.23,-13.33,-22.63,5.32,-,-
"Sharda Motor Industries",22065,Engineering,YES,"1,712.15"," 52.10 "," 3.14% ","1,751",12.50,2.67,"1,003.47","1,170.35",80.26,6.76,22.55,-14.26,-14.64,-34.18,23.09,39.35,-
"Sheela Foam",23600,General,,"1,712.05"," 15.35 "," 0.90% ",706,60.92,13.36,"8,414.55","2,047.88",138.13,6.67,25.21,3.74,14.50,18.56,-,-,-
"Shilpa Medicare",3567,General,,447.70," -1.45 "," -0.32% ","11,925",31.47,3.25,"3,649.96",822.14,129.10,15.30,10.62,-9.24,13.89,-20.55,-1.32,39.81,34.24
"Shipping Corp. of India",3571,Services,,45.60," -0.65 "," -1.41% ","446,139",39.12,0.31,"2,131.03","3,498.94",54.48,1.48,3.59,-18.79,-23.55,-52.78,-15.53,4.73,-8.22
"Shopper's Stop",6254,General,,560.90," -10.00 "," -1.75% ","67,318",191.90,5.00,"4,815.25","3,476.98",25.09,0.72,39.67,1.08,3.41,14.09,14.63,10.25,15.91
"Shree Cement",3589,Cement,Explore,"17,442.25"," 313.25 "," 1.83% ","13,124",49.44,6.59,"60,494.84","10,314.05","1,223.55",11.44,16.68,-6.77,9.61,-2.43,15.35,33.56,41.38
"Shree Pushkar Chemicals  and  Fertilisers",23121,Chemicals,,187.50," -0.20 "," -0.11% ","97,269",16.92,2.29,579.00,414.73,38.68,9.29,17.10,-6.64,-2.06,-8.71,41.16,-,-
"Shree Renuka Sugars",16052,"Consumer Goods",,13.15," -0.65 "," -4.71% ","3,107,651",-,-6.38,"2,514.87","5,221.50","-2,991.80",-56.58,0.00,12.20,3.76,0.00,23.04,-5.17,-12.69
"Shriram City Union Finance",5372,Bank/Finance,YES,"1,725.30"," 54.45 "," 3.26% ","29,494",16.49,1.99,"11,549.09","5,267.46",700.44,13.25,12.69,-15.25,-17.46,-17.27,-0.89,9.86,16.65
"Shriram Transport Finance",3640,Bank/Finance,YES,"1,188.95"," 12.10 "," 1.03% ","599,156",15.96,2.06,"27,013.79","13,047.72","1,692.24",12.90,13.00,-10.20,-20.36,18.94,10.05,15.04,14.20
"Sical Logistics",3733,Services,,172.85," 6.45 "," 3.88% ","21,852",41.88,1.82,961.08,"1,272.99",21.48,1.68,5.97,-1.83,-7.91,-19.11,2.02,24.32,9.46
Siemens,3656,Engineering,,945.70," 3.95 "," 0.42% ","184,750",27.00,4.17,"33,439.69","11,927.74","1,238.38",10.16,15.68,-9.13,-4.58,-28.85,-10.45,14.56,7.52
"Siyaram Silk Mills",3691,Manufacturing,YES,499.70," -8.45 "," -1.66% ","3,501",20.70,3.34,"2,301.32","1,734.23",111.15,6.30,18.78,-6.76,-6.96,16.81,38.60,67.60,41.11
SJVN,20785,Utilities,YES,28.35," -0.60 "," -2.07% ","178,758",10.40,1.01,"11,101.67","2,122.85","1,067.11",43.30,11.01,-0.86,0.35,-8.68,5.35,8.95,-
"SKF India",3349,Engineering,Explore,"1,708.45"," 6.90 "," 0.41% ","19,115",27.97,4.56,"8,742.86","2,838.89",312.53,10.72,16.22,-4.58,-2.48,9.96,11.03,27.24,22.80
Skipper,22484,Engineering,,106.70," 0.45 "," 0.42% ","64,435",10.34,1.72,"1,098.57","2,153.59",106.28,4.93,20.27,-21.73,-37.56,-48.15,-10.44,-,-
"SML Isuzu",3973,Auto,,706.60," -4.95 "," -0.70% ","20,285",46.74,2.44,"1,021.70","1,269.23",21.86,1.72,2.12,-18.75,-7.49,-19.97,-16.06,24.10,10.71
"SNL Bearings",3639,Engineering,YES,342.10," 0.95 "," 0.28% ",377,14.96,4.13,123.55,38.65,8.26,21.09,34.11,-5.24,-11.41,28.74,47.08,-,33.32
"Snowman Logistics",22549,Services,,36.05," -0.80 "," -2.17% ","191,533",-,1.41,599.85,202.21,-0.76,-0.37,-0.83,-9.35,-17.47,-27.17,-27.71,-,-
Sobha,16913,"Real Estate",,420.70," -2.50 "," -0.59% ","99,432",18.00,1.41,"3,990.17","2,705.80",221.70,8.04,8.01,-9.03,-14.22,8.15,18.89,7.55,8.19
"Solar Industries",16554,Engineering,Explore,"1,044.65"," -13.35 "," -1.26% ","30,369",40.17,8.17,"9,453.04","2,064.14",246.63,11.85,23.21,-11.68,-9.62,15.71,13.40,42.25,29.12
"Somany Ceramics",3364,Chemicals,,399.55," 6.05 "," 1.54% ","16,320",24.85,2.95,"1,676.32","1,706.28",67.47,3.91,14.32,-20.15,-24.65,-52.78,3.93,38.27,45.53
"Sonata Software",5951,IT,Explore,382.65," 0.40 "," 0.10% ","530,477",19.43,5.66,"4,023.92","2,507.73",206.38,8.11,30.90,8.93,18.64,157.06,36.83,69.85,32.84
"South Indian Bank",7218,Bank/Finance,,14.55," 0.20 "," 1.39% ","11,101,572",10.27,0.53,"2,633.09","6,356.05","1,999.06",2.60,0.43,-18.23,-38.28,-49.83,-12.28,-4.59,6.10
"SP Apparels",23479,Manufacturing,,278.75," -1.10 "," -0.39% ","9,201",14.74,1.66,711.69,702.62,49.35,6.96,12.67,-13.16,-12.25,-26.94,-,-,-
Spicejet,6850,Services,YES,69.40," 0.60 "," 0.87% ","967,496",11.77,-51.68,"4,160.18","8,161.38",353.36,4.25,0.00,-14.21,-40.48,-51.97,36.68,25.94,12.30
Sreeleathers,22062,"Consumer Goods",,199.05," 1.05 "," 0.53% ","9,821",22.65,1.94,505.62,149.29,22.33,14.90,8.83,-25.76,-15.97,14.37,-,-6.67,-
"SREI Infrastructure Finance",3366,Bank/Finance,YES,40.05," -0.15 "," -0.37% ","5,341,857",4.49,0.37,"2,012.35","5,518.92",458.41,8.26,7.91,-20.40,-43.46,-61.18,-3.22,17.16,-0.25
SRF,3367,Manufacturing,YES,"1,888.90"," -10.80 "," -0.57% ","204,461",22.13,2.94,"10,880.91","6,037.01",491.73,8.03,13.69,-3.72,14.44,23.81,18.92,66.22,32.67
"Srikalahasthi Pipes",2190,General,,191.55," 3.20 "," 1.70% ","32,444",7.01,0.75,898.71,"1,361.74",128.25,9.14,18.56,-15.22,-28.83,-39.33,-12.34,59.05,20.16
"Star Cement",23776,Cement,YES,102.50," 2.90 "," 2.91% ","57,799",13.71,2.74,"4,297.10","1,696.47",318.00,18.70,25.64,-12.67,-17.00,-8.12,-,-,-
"Star Paper Mills",3813,"consumer Goods",,180.30," -0.90 "," -0.50% ","100,721",5.62,0.68,282.98,356.93,50.38,13.94,14.30,-0.79,12.30,6.00,91.53,-,22.19
"State Bank of India",3820,Bank/Finance,,263.85," -7.05 "," -2.60% ","23,951,904",-,1.17,"235,609.11","233,352.26","86,972.42",0.00,-0.12,-9.84,0.91,4.70,4.25,9.86,6.12
"State Trading Corpn. of India",3823,Services,,119.30," 0.95 "," 0.80% ","160,286",27.26,15.06,718.20,"9,800.62",26.35,0.26,0.00,-12.05,-16.69,-24.35,-8.92,-3.33,-6.73
SAIL,3824,Mines/Mineral,,76.20," 1.20 "," 1.60% ","9,448,536",36.59,0.87,"31,474.60","61,886.09",860.10,1.38,-1.53,-0.53,-8.59,32.39,12.25,7.51,-6.19
"Sterlite Technologies",6541,General,YES,330.50," 7.10 "," 2.20% ","757,653",33.64,10.32,"13,270.16","3,337.97",425.00,12.74,36.24,-6.59,17.09,46.28,57.30,77.10,27.81
"Strides Pharma Science",6185,Pharma,,480.90," 16.25 "," 3.50% ","1,472,944",6.61,1.76,"4,307.30","3,072.25",690.15,2.14,26.89,-3.58,18.29,-48.64,-27.81,-12.27,9.90
Subros,3866,Auto,YES,338.55," 0.85 "," 0.25% ","25,224",29.39,4.79,"2,029.11","2,029.76",69.03,3.38,16.08,1.39,14.77,51.93,61.58,70.47,28.30
"Sudarshan Chemical Inds.",3870,Chemicals,YES,422.20," 2.90 "," 0.69% ","18,172",18.17,5.31,"2,909.28","1,423.66",159.80,11.18,20.64,-10.36,-5.08,13.58,58.08,70.45,39.97
"Sun Pharmaceutical Inds.",3887,Pharma,,639.85," -1.25 "," -0.20% ","4,850,782",43.02,3.92,"153,520.79","27,504.84","4,064.54",14.32,7.05,1.79,12.12,26.71,-10.40,2.41,15.88
"Sun TV Network",16602,General,YES,635.00," -4.90 "," -0.77% ","1,198,987",20.00,4.95,"25,008.61","3,196.52","1,250.54",37.46,25.53,-16.79,-20.47,-18.32,19.34,9.95,12.07
"Sundaram Finance",5433,Bank/Finance,YES,"1,523.90"," 15.85 "," 1.05% ","22,136",28.98,4.12,"16,921.12","2,775.85",556.33,20.15,15.79,2.34,-7.27,-11.30,0.62,24.42,28.64
"Sundram Fasteners",3894,Bank/Finance,YES,591.45," 7.70 "," 1.32% ","38,576",32.60,7.37,"12,500.54","3,578.27",383.49,10.59,28.05,-10.89,-7.02,32.14,57.06,75.41,36.11
"Sunteck Realty",7639,"Real Estate",YES,425.60," -13.25 "," -3.02% ","387,323",25.17,2.30,"6,227.17",965.99,264.92,26.69,10.39,-16.04,14.58,43.62,58.91,23.66,12.10
"Suprajit Eng",5628,Auto,YES,239.50," 1.35 "," 0.57% ","23,346",23.15,4.90,"3,349.95","1,470.92",144.68,9.70,23.49,-4.06,-8.46,-9.72,20.93,48.95,42.39
"Supreme Industries",3929,Chemicals,Explore,"1,060.95"," -8.95 "," -0.84% ","78,761",27.52,6.65,"13,476.92","5,150.33",452.14,8.77,22.12,-10.52,-9.88,-4.77,21.57,25.77,39.37
"Supreme Petrochem",3931,Chemicals,YES,245.00," -2.35 "," -0.95% ","9,410",18.80,3.55,"2,364.30","3,156.97",125.77,3.97,18.92,-7.15,-14.87,-32.21,28.09,36.29,29.41
"Sutlej Textiles  and  Industries",17055,Manufacturing,,47.50," 0.05 "," 0.11% ","167,180",7.98,0.86,783.10,"2,417.31",98.18,4.01,12.50,-6.13,-12.29,-46.92,1.52,28.27,27.12
"Suven Life Sciences",3963,Pharma,YES,278.60," 5.15 "," 1.88% ","1,153,569",21.16,3.92,"3,548.64",675.90,167.70,23.90,17.25,4.72,27.27,55.68,2.07,43.28,29.31
"Suzlon Energy",16048,Utilities,,6.20," 0.00 "," 0.00% ","43,078,298",-,-0.44,"3,303.58","6,935.09","-1,026.13",-14.66,0.00,-13.29,-21.02,-61.49,-32.72,-1.09,-28.66
"Swan Energy",3971,General,YES,134.00," -5.70 "," -4.08% ","211,344",31.84,3.30,"3,285.26",846.01,103.18,10.78,8.02,-13.96,-14.21,-1.47,24.48,22.28,17.60
"Swaraj Engines",3972,Engineering,Explore,"1,553.40"," -14.05 "," -0.90% ","4,176",23.47,7.63,"1,916.25",811.70,81.66,9.84,31.35,-12.45,-17.07,-22.52,21.55,28.26,24.29
"Swelect Energy Systems",2712,Engineering,,280.85," -6.00 "," -2.09% ","2,483",14.33,0.42,283.97,182.20,19.82,9.12,2.26,-6.54,-7.17,-43.51,-7.18,13.49,1.68
Symphony,3989,"Consumer Goods",YES,"1,009.15"," -6.20 "," -0.61% ","12,255",42.72,11.51,"7,003.05",636.27,163.91,24.47,35.77,-7.95,-30.35,-23.94,3.35,47.05,73.58
"Syndicate Bank",6614,Bank/Finance,,33.35," -0.10 "," -0.30% ","3,713,734",-,0.39,"4,712.43","21,549.01","6,457.29",2.60,-1.03,-15.42,-26.32,-48.46,-25.81,-13.60,-6.55
"Syngene International",23050,Pharma,,623.80," 1.00 "," 0.16% ","32,440",40.25,7.08,"12,440.00","1,538.00",309.10,18.81,18.05,5.04,7.23,28.77,24.61,-,-
"Take Solutions",17604,IT,,167.15," -4.70 "," -2.73% ","74,151",13.93,1.80,"2,476.42","1,700.41",178.31,10.40,14.37,-14.78,-29.10,6.21,6.28,42.62,12.25
"Talwalkars Better Value Fitness",20779,Services,YES,30.25," -0.20 "," -0.66% ","206,358",2.03,0.47,97.67,183.41,47.01,23.80,4.32,-8.01,-37.67,-88.73,-49.50,-24.37,-
"Tamil Nadu Newsprint",4019,General,YES,281.75," 4.60 "," 1.66% ","97,870",27.26,1.20,"1,954.16","3,453.36",71.69,2.05,-2.55,-9.38,7.13,-19.37,15.26,26.09,12.44
"Tasty Bite Eatables",4031,"Consumer Goods",,"8,878.30"," -37.40 "," -0.42% ",476,78.72,21.65,"2,260.65",320.40,28.72,8.81,30.63,1.79,17.89,65.03,94.65,-,76.85
"Tata Chemicals",4033,Chemicals,YES,699.00," -11.80 "," -1.66% ","296,103",7.24,1.57,"17,807.46","11,359.99","2,666.26",13.41,27.91,-2.61,-0.81,15.44,23.14,23.92,10.15
"Tata Coffee",6533,"Consumer Goods",,100.60," -1.00 "," -0.98% ","237,177",20.05,1.63,"1,880.78","1,621.87",173.31,10.55,17.16,-9.33,-14.44,-30.81,3.68,0.49,17.93
"Tata Communications",4348,General,,510.30," 7.40 "," 1.47% ","370,593",-,33.17,"14,569.20","16,253.10",-405.50,-2.44,-29.58,-7.30,-15.76,-26.95,7.79,22.16,1.24
"Tata Consultancy Services",15850,IT,YES,"2,142.15"," -41.05 "," -1.88% ","1,970,951",30.12,8.84,"819,870.23","127,781.00","27,292.00",20.72,30.29,6.86,20.01,73.91,19.13,17.38,28.91
"Tata Elxsi",4036,IT,,"1,186.85"," -47.05 "," -3.81% ","824,655",28.34,9.14,"7,390.97","1,445.10",260.79,17.52,37.04,-13.04,-8.12,51.73,9.35,70.81,33.45
"Tata Global Beverages",4050,General,YES,234.25," -1.85 "," -0.78% ","2,240,909",30.34,2.07,"14,784.21","6,913.52",557.89,7.95,8.56,2.21,-10.74,20.06,23.83,10.10,13.03
"Tata Investment Corp.",4042,Bank/Finance,YES,746.95," 3.65 "," 0.49% ","17,480",19.09,1.58,"4,098.81",143.58,214.67,76.49,9.17,-8.57,-12.99,-13.67,12.30,14.46,7.65
"Tata Metaliks",4044,mines/Mineral,YES,679.10," 1.75 "," 0.26% ","92,471",10.72,4.40,"1,713.51","1,953.74",158.94,8.13,56.26,7.02,-5.29,2.58,88.61,76.98,18.11
"Tata Motors",4037,Auto,,233.35," -7.45 "," -3.09% ","17,810,869",17.25,0.72,"67,361.84","302,672.41","2,114.95",0.70,8.88,-5.75,-16.79,-41.01,-7.40,-6.69,12.22
"Tata Power",4047,Utilities,,70.25," -0.05 "," -0.07% ","3,273,684",4.85,1.16,"19,014.56","29,815.85","2,596.63",9.03,8.12,-2.02,-7.92,-14.11,2.62,-2.18,-3.14
