Name,Code,Industry,myOpinion,Price,Change,Change%,Volume,PE,PB,"Market cap",Revenue,Profit,NetMargin,ROE,1M,3M,1Y,3Y,5Y,10Y
"Gruh Finance",1372,Bank/Finance,YES,301.80," -5.60 "," -1.82% ","570,802",54.74,14.15,"22,198.79","1,779.02",405.55,22.80,29.08,-4.06,-0.42,19.53,32.92,41.81,46.66
GSFC,1429,Chemicals,,98.35," -0.55 "," -0.56% ","1,352,624",7.73,0.53,"3,913.05","6,903.32",505.95,7.22,6.81,-12.86,-11.26,-23.30,14.96,14.04,13.94
"Gufic Biosciences",4650,Pharma,Explore,124.20," 1.90 "," 1.55% ","41,824",49.53,16.83,966.88,319.19,19.52,6.03,28.94,-6.08,-0.81,45.87,50.99,91.31,34.15
"Gujarat Alkalies  and  Chem",1373,Chemicals,YES,620.55," 31.30 "," 5.31% ","191,052",7.18,1.12,"4,474.14","2,662.78",622.83,22.49,14.92,5.05,4.82,8.98,53.03,30.77,16.78
"Gujarat Fluorochemicals",1393,Chemicals,,843.85," 17.00 "," 2.06% ","139,333",28.70,1.88,"9,223.26","4,195.88",328.71,7.63,5.17,6.19,10.30,20.25,8.51,28.89,16.97
"Gujarat Gas",22210,"Oil and Gas",,650.00," -5.40 "," -0.82% ","82,616",28.66,4.49,"8,838.93","6,635.97",308.42,4.59,16.50,-15.45,-13.62,-19.64,7.08,-,-
"Gujarat Industries Power",1399,Utilities,YES,78.10," 0.30 "," 0.39% ","23,451",4.93,0.47,"1,179.76","1,370.07",239.33,16.82,10.59,-13.60,-13.84,-41.19,2.40,5.70,2.16
"Gujarat Pipavav Port",6211,Services,YES,101.00," 0.40 "," 0.40% ","23,169",25.59,2.36,"4,858.57",655.85,189.88,27.35,9.23,-8.42,-6.85,-24.33,-18.31,17.26,-
"Gujarat State Petronet",16522,"oil and Gas",YES,184.45," 2.60 "," 1.43% ","181,159",15.54,1.97,"10,262.63","1,426.66",660.37,44.35,26.86,-3.32,0.53,-7.05,15.67,29.27,13.59
"Gulf Oil Lubricants India",22449,"Oil and Gas",,755.35," 0.20 "," 0.03% ","31,713",22.99,7.65,"3,779.09","1,442.57",164.39,11.20,39.74,-8.67,-12.83,-3.50,15.89,-,-
"Hathway Cable  and  Datacom",20667,Services,,24.60," 2.20 "," 9.82% ","1,483,142",44.17,1.84,"2,114.48",545.34,47.87,8.51,-17.44,25.84,-20.43,-26.32,-16.60,-16.21,-
"Hatsun Agro Products",1504,"Consumer Goods",Explore,707.10," -2.05 "," -0.29% ","10,065",122.57,12.31,"11,463.03","4,367.03",93.53,2.14,25.44,0.63,13.00,6.05,35.90,49.22,43.01
"Havells India",1505,Engineering,Explore,646.50," 18.40 "," 2.93% ","1,027,745",50.17,10.18,"40,214.78","8,874.37",801.54,8.92,18.87,-10.58,16.71,27.65,35.67,37.58,35.87
"Hawkins Cookers",1506,"Consumer Goods",,"2,990.00"," -5.30 "," -0.18% ",635,29.14,13.25,"1,596.39",592.63,54.79,9.09,44.97,-11.09,5.64,14.03,9.25,11.35,32.98
"HBL Power Systems",3383,Utilities,,29.05," -0.60 "," -2.02% ","223,512",27.65,1.05,803.87,"1,574.71",29.08,1.82,4.00,-10.61,-16.90,-48.02,-8.79,28.09,0.89
"HCL Infosystems",1457,IT,,26.90," 0.55 "," 2.09% ","679,681",-,4.52,882.28,"4,393.76",-787.23,-14.17,-36.60,-24.39,-26.60,-43.52,-9.81,0.34,-13.13
"HCL Technologies",6105,IT,YES,"1,090.15"," -26.20 "," -2.35% ","1,435,197",16.97,3.91,"151,715.24","52,298.00","8,930.00",16.68,25.13,9.09,22.82,27.72,5.33,15.99,25.79
HDFC,1611,Bank/Finance,YES,"1,767.45"," -5.90 "," -0.33% ","4,044,415",23.40,4.59,"299,641.56","36,563.75","12,807.55",34.58,18.57,-7.59,-6.36,1.04,14.46,17.85,15.13
"HDFC Asset Management Company",24486,General,,"1,439.05"," 41.85 "," 3.00% ","700,334",42.02,5.71,"30,319.80",-,-,-,40.28,-26.27,-,-,-,-,-
"HDFC Bank",1459,Bank/Finance,YES,"1,968.20"," 15.80 "," 0.81% ","3,681,681",29.33,4.59,"533,707.75","84,121.61","41,537.69",4.40,1.86,-5.67,-6.80,8.48,22.87,25.75,22.32
"HDFC Standard Life Insurance Company",24028,Insurance,,403.60," 13.60 "," 3.49% ","2,432,342",-,40.49,"81,543.13",-,-,-,26.06,-15.61,-16.52,-,-,-,-
HDIL,17466,"Real Estate",YES,22.95," 1.05 "," 4.79% ","5,488,132",9.25,0.09,"1,044.21",468.54,112.85,23.35,0.83,-26.51,0.92,-60.79,-29.92,-11.21,-20.23
"Healthcare Global Enterprises",23303,Pharma,,223.45," -0.35 "," -0.16% ","7,024",159.67,3.90,"1,976.75",866.15,7.86,0.90,4.02,-7.83,-21.32,-17.46,-,-,-
HEG,1460,Engineering,YES,"3,599.30"," -11.65 "," -0.32% ","155,868",7.71,5.56,"14,345.33","4,132.08","1,860.08",44.80,75.62,-11.31,10.32,283.49,195.44,87.66,32.05
"Heidelberg Cement India",2554,Cement,YES,145.40," -1.30 "," -0.89% ","137,478",19.42,2.98,"3,267.76","1,988.65",168.26,8.36,13.23,-7.25,7.40,20.87,26.05,34.34,18.77
"Heritage Foods",1516,"Consumer Goods",YES,528.85," -11.00 "," -2.04% ","6,129",37.85,3.09,"2,461.41","2,398.24",65.52,2.64,9.23,-11.55,-12.08,-25.49,40.17,38.86,33.16
"Hero Motocorp",1518,Auto,,"3,100.05"," -12.55 "," -0.40% ","357,504",16.80,4.90,"62,050.35","33,041.34","3,692.49",11.01,32.97,-3.10,-13.22,-17.13,9.31,8.85,13.71
"Hexaware Technologies",250,IT,Explore,435.85," -7.90 "," -1.78% ","1,873,072",23.54,5.80,"12,975.54","4,183.61",550.51,12.90,27.51,4.13,0.90,67.48,21.71,28.20,39.17
Hikal,1527,General,YES,177.90," 2.10 "," 1.19% ","305,170",27.30,3.14,"2,179.34","1,358.99",79.84,5.86,12.12,26.06,14.86,23.49,34.60,24.81,11.26
HIL,1615,"real Estate",YES,"2,180.85"," -2.70 "," -0.12% ","4,234",16.98,2.64,"1,628.75","1,369.81",95.92,6.87,15.12,-1.47,21.28,90.53,47.67,49.60,31.29
"Himachal Futuristic",1533,Chemicals,,20.15," 0.75 "," 3.87% ","6,182,149",14.41,2.02,"2,503.54","3,494.09",173.76,4.94,16.24,-21.62,-35.44,-30.59,7.29,20.76,4.37
"Himadri Speciality Chemical",1536,Utilities,YES,120.60," 5.25 "," 4.55% ","1,017,253",18.49,3.25,"4,976.96","2,123.58",269.21,12.61,20.27,-12.09,-15.68,-9.92,95.14,52.72,13.23
"Himatsingka Seide",1540,Manufacturing,,233.00," -4.55 "," -1.92% ","265,335",11.81,1.82,"2,310.30","2,320.13",195.60,8.31,17.57,-15.72,-24.86,-27.02,4.18,49.10,17.53
"Hindalco Inds.",1549,Mines/Mineral,YES,247.95," 4.90 "," 2.02% ","11,935,712",35.73,1.12,"55,707.12","43,605.34","1,560.49",3.51,12.31,9.43,11.29,6.09,50.32,15.78,8.82
"Hinduja Global Solutions",17186,IT,YES,729.35," -1.25 "," -0.17% ","5,018",7.91,1.00,"1,520.08","4,023.05",190.90,4.67,13.63,-5.34,-10.39,36.73,17.97,20.34,14.36
"Hindustan Construction",1559,"Real Estate",,11.95," 0.70 "," 6.22% ","9,709,878",28.13,0.44,"1,217.54","4,577.51",43.28,0.89,0.00,-25.25,-6.64,-66.01,-14.79,2.28,-12.27
"Hindustan Copper",1560,Mines/Mineral,,55.50," -0.35 "," -0.63% ","1,059,682",49.18,4.78,"5,158.09","1,814.69",104.65,5.65,7.63,-6.77,-15.77,-4.62,0.73,-3.06,-11.53
"Hindustan Foods",1567,"Consumer Goods",,349.00," -2.40 "," -0.68% ","6,767",65.32,8.32,462.79,157.79,7.09,4.46,17.87,-13.43,-1.57,16.32,65.21,-,-
"Hindustan Media Ventures",20900,General,,147.50," -4.05 "," -2.67% ","7,522",7.92,0.80,"1,079.99",869.82,136.44,14.63,14.75,-6.80,-22.42,-41.73,-13.76,6.81,-
"Hindustan Oil Exploration",1576,"Oil and Gas",YES,132.80," -1.90 "," -1.41% ","352,832",29.73,4.41,"1,731.65",80.06,58.24,65.76,10.42,-9.08,4.99,66.19,60.00,30.04,2.81
HPCL,1578,"Oil and Gas",YES,248.00," 4.85 "," 1.99% ","6,893,813",5.26,1.47,"37,615.56","257,272.91","7,151.53",2.76,25.31,-6.12,-18.67,-42.82,12.09,42.29,16.79
"Hindustan Unilever",1572,"Consumer Goods",Explore,"1,610.75"," -20.10 "," -1.23% ","980,726",63.58,40.65,"348,540.95","35,483.00","5,482.00",15.20,74.85,-8.43,0.97,30.77,27.72,20.80,20.66
"Hindustan Zinc",1585,Mines/Mineral,YES,306.80," 3.00 "," 0.99% ","2,147,804",13.99,3.40,"128,703.22","22,818.00","9,198.00",37.72,27.80,3.64,5.55,4.23,28.58,18.40,20.21
"Honda Siel Power Products",6056,Engineering,,"1,172.35"," -10.10 "," -0.85% ","7,223",19.34,2.45,"1,195.87",776.40,61.85,7.79,13.69,-4.88,-8.97,-10.14,1.69,26.11,20.08
"Honeywell Automation",4039,Engineering,Explore,"21,593.40"," 686.00 "," 3.28% ",982,66.41,12.61,"18,996.63","2,804.82",286.07,10.01,19.27,-4.69,13.18,35.94,31.09,52.72,33.49
HUDCO,6452,"Real Estate",YES,51.05," 0.15 "," 0.29% ","597,938",11.09,1.01,"10,219.70","4,707.25",921.60,18.97,8.42,-7.96,-12.09,-39.15,-,-,-
HSIL,1581,"Real Estate",,257.90," -9.35 "," -3.50% ","72,562",28.62,1.25,"1,862.72","2,314.19",65.09,2.80,5.05,-13.53,-22.27,-28.86,-0.86,28.06,24.04
"HT Media",16033,General,,50.10," 0.05 "," 0.10% ","76,882",4.28,0.46,"1,162.58","2,289.58",309.24,12.15,15.03,-8.17,-33.09,-46.84,-15.42,-9.93,-7.82
"ICICI Bank",1622,Bank/Finance,,313.10," 2.00 "," 0.64% ","23,224,979",43.65,1.97,"201,199.69","56,229.11","23,537.90",3.19,0.86,-5.77,7.39,11.31,8.43,12.83,11.11
"ICICI Lombard General Insurance",23472,Insurance,,857.00," 23.90 "," 2.87% ","588,616",41.81,7.26,"39,172.14","7,222.84",936.96,10.58,20.85,11.75,16.35,-,-,-,-
"ICICI Prudential Life Insurance Co. Ltd.",23527,Bank/Finance,,343.65," -5.45 "," -1.56% ","1,440,663",32.85,7.45,"49,125.08","27,428.28","1,495.53",3.88,25.55,-6.71,-8.23,-10.23,-,-,-
"ICICI Securities",18743,Services,,297.20," -1.80 "," -0.60% ","126,911",17.22,2.16,"9,604.65",-,-,-,84.26,-7.34,-15.15,-,-,-,-
ICRA,5851,Services,YES,"3,584.95"," -9.65 "," -0.27% ",856,34.13,5.20,"3,530.52",317.78,103.96,28.43,16.85,-2.85,10.70,-5.70,-3.98,25.36,20.46
"IDBI Bank",1755,Bank/Finance,,52.50," 0.60 "," 1.16% ","6,551,375",-,1.01,"21,888.53","22,775.21","5,877.05",2.17,-2.29,-15.54,-10.52,-2.35,-11.09,-3.07,-4.22
"IDFC Bank",23138,Bank/Finance,,38.25," 0.30 "," 0.79% ","8,622,751",21.67,0.85,"13,071.79","9,106.01","1,899.91",2.00,0.80,-19.00,-10.18,-32.95,-,-,-
"IFB Inds.",1629,Engineering,Explore,"1,055.00"," 14.85 "," 1.43% ","8,732",48.20,7.59,"4,254.88","2,329.62",86.22,3.67,15.61,-9.26,-9.24,44.05,33.15,84.10,40.68
IFCI,1756,General,,12.85," 0.20 "," 1.58% ","9,121,901",-,0.49,"2,187.83","2,883.25","-1,072.38",-35.88,-17.39,-22.39,-20.69,-44.40,-16.50,-10.95,-10.90
"IFGL Refractories",23898,General,,241.10," -3.70 "," -1.51% ","7,523",17.10,1.15,879.00,874.53,51.35,5.83,6.71,5.02,12.63,-,-,-,-
"IG Petrochemicals",1632,Chemicals,YES,440.25," 10.30 "," 2.40% ","21,525",8.98,2.33,"1,326.33","1,199.20",147.67,12.27,31.77,-12.20,-16.69,-30.41,50.37,86.09,28.09
"Igarashi Motors India",625,Auto,,703.15," -7.45 "," -1.05% ","13,716",34.38,5.03,"2,137.39",430.23,62.18,13.59,17.08,-5.84,1.33,-22.44,8.09,61.31,32.94
"IIFL Holdings",6324,Bank/Finance,YES,551.65," -5.05 "," -0.91% ","166,096",18.27,3.31,"17,899.53","5,983.93","1,256.14",18.18,24.63,-23.02,-21.87,-12.80,43.66,62.69,18.35
"IL and FS Transportation Networks",20705,Services,,23.55," -0.20 "," -0.84% ","856,893",-,0.27,766.48,"3,424.10",-21.04,-0.44,-0.02,-28.46,-45.34,-67.22,-36.67,-24.91,-
"India Cements",1668,Cement,YES,109.05," 2.65 "," 2.49% ","4,696,857",35.41,0.65,"3,370.94","5,239.80",95.21,1.81,1.35,-11.44,-5.00,-36.48,12.87,16.06,-2.49
"India Glycols",1672,Chemicals,YES,407.75," -17.90 "," -4.21% ","111,359",9.50,1.28,"1,253.79","4,294.50",132.03,3.07,12.28,-7.60,-1.17,77.53,70.59,36.14,8.59
"Indiabulls Housing Finance",20721,Bank/Finance,YES,999.80," 70.15 "," 7.55% ","13,834,876",10.33,2.94,"42,496.76","13,996.20","4,090.57",26.41,29.95,-26.64,-22.05,-22.78,8.80,38.76,-
"Indiabulls Integrated Services",21312,IT,,550.80," -28.95 "," -4.99% ","14,762",550.52,4.12,"4,917.82",223.67,12.65,4.78,-2.47,-8.51,13.42,876.01,278.67,106.66,-
"Indiabulls Real Estate",17108,"Real Estate",YES,113.40," 2.70 "," 2.44% ","7,677,866",2.61,0.88,"5,115.22","5,660.56","1,919.36",32.57,39.41,-23.84,-32.77,-45.06,21.96,14.68,-5.63
"Indiabulls Ventures",18170,Bank/Finance,YES,597.10," -31.40 "," -5.00% ","25,407",131.18,16.66,"35,969.04","1,011.37",274.21,22.23,26.47,-20.75,29.55,184.87,168.85,124.13,29.60
"Indian Bank",5858,Bank/Finance,YES,239.20," 2.90 "," 1.23% ","2,274,244",10.48,0.72,"11,481.37","17,669.85","6,611.06",3.09,0.54,-27.92,-31.88,-10.59,21.44,27.57,6.27
"Indian Hotels",1694,General,,126.20," 0.75 "," 0.60% ","604,045",106.29,3.58,"14,996.55","4,172.09",99.04,2.34,1.89,-0.59,-5.46,17.53,14.15,23.70,6.74
"Indian Oil Corp.",1699,"Oil and Gas",YES,154.45," 0.30 "," 0.19% ","4,795,841",6.33,1.28,"149,610.43","527,981.69","23,628.74",4.45,20.11,-0.06,-7.89,-22.73,16.04,23.33,12.21
"Indian Overseas Bank",6713,Bank/Finance,,13.95," 0.35 "," 2.57% ","563,948",-,0.66,"6,798.17","17,976.60","5,651.04",1.92,-2.54,-8.72,-8.42,-39.69,-27.97,-21.75,-18.58
"Indo Count Inds.",1721,Manufacturing,,69.90," 0.00 "," 0.00% ","239,790",10.65,1.41,"1,362.06","1,816.77",127.90,6.98,13.90,-9.60,1.53,-32.17,-27.75,67.88,43.58
"Indoco Remedies",15927,General,,204.95," 0.55 "," 0.27% ","40,405",36.88,2.83,"1,877.10","1,050.09",50.90,4.83,6.21,0.34,4.47,-1.99,-14.55,25.35,19.37
"Indraprastha Gas",15728,"Oil and Gas",YES,267.75," 3.00 "," 1.13% ","3,403,589",27.71,5.15,"18,994.52","5,332.90",685.40,12.59,19.52,-5.07,3.00,-8.94,41.10,36.49,27.23
"Indusind Bank",1751,Bank/Finance,YES,"1,701.80"," 5.05 "," 0.30% ","2,914,677",26.78,4.16,"101,919.71","18,213.39","7,845.82",3.92,1.80,-12.00,-13.87,-0.29,22.28,34.62,40.64
"INEOS Styrolution India",472,Chemicals,,718.65," -17.30 "," -2.35% ","3,845",15.80,1.92,"1,269.68","2,041.28",80.37,3.93,10.75,-5.37,-6.86,-15.38,-1.38,13.78,17.92
"Infibeam Avenues",23319,Services,,214.85," 0.35 "," 0.16% ","6,162,456",-,5.61,"14,302.74",213.40,-8.68,-3.91,5.31,-3.55,35.93,78.97,-,-,-
"Infinite Computer Solutions",20627,IT,YES,470.50," 0.90 "," 0.19% ","62,001",14.03,1.56,"1,574.38","2,766.11",112.22,4.03,12.06,3.70,0.84,125.01,39.18,33.24,-
"Info Edge (India)",17003,General,Explore,"1,523.30"," 4.30 "," 0.28% ","42,938",102.15,8.66,"18,502.61",952.56,181.14,17.30,31.51,-3.24,29.77,50.07,23.87,36.95,25.22
Infosys,1764,IT,YES,717.85," -8.35 "," -1.15% ","6,599,606",19.35,4.50,"312,688.85","72,572.00","16,157.00",21.35,24.09,5.38,14.14,62.22,8.37,14.05,14.44
"Ingersoll Rand India",1766,General,,558.50," 3.15 "," 0.57% ","6,529",18.34,1.53,"1,761.49",631.48,96.06,13.76,8.12,-1.61,0.77,-28.91,-9.09,11.42,6.04
"INOX Leisure",16526,Services,,225.50," -0.95 "," -0.42% ","29,778",17.96,2.91,"2,147.15","1,375.67",119.57,8.60,17.84,-6.29,-14.21,2.28,1.19,26.15,12.27
"Inox Wind",22767,Engineering,,92.95," -0.65 "," -0.69% ","63,336",-,1.02,"2,063.84",804.30,-138.13,-16.77,-8.95,-4.00,5.88,-16.98,-35.97,-,-
"Insecticides (India)",17304,Chemicals,,519.00," 2.80 "," 0.54% ","12,950",12.20,1.83,"1,066.66","1,080.31",87.46,8.08,16.59,-22.60,-25.16,-41.86,8.10,22.02,31.71
"Intellect Design Arena",22630,IT,,227.75," -2.70 "," -1.17% ","284,958",33.56,3.47,"3,004.01","1,144.98",90.04,7.43,7.41,-4.69,18.33,95.79,11.95,-,-
"Interglobe Aviation",23164,Services,,853.20," 0.45 "," 0.05% ","493,987",22.32,4.62,"32,559.26","23,779.95","1,459.02",5.88,41.73,-19.16,-27.31,-18.44,-,-,-
"International Paper APPM",207,"consumer Goods",YES,480.00," -2.20 "," -0.46% ","103,911",18.58,3.18,"1,933.22","1,292.87",104.07,8.01,15.94,1.30,49.50,66.67,21.04,10.76,23.04
"Ipca Laboratories",1807,Pharma,,698.25," -6.70 "," -0.95% ","741,194",27.66,3.19,"8,819.38","3,360.18",318.88,9.36,9.47,-7.88,9.04,42.17,-2.93,0.28,19.93
"IRB Infrastructure Dev",18358,Engineering,YES,141.35," 3.95 "," 2.87% ","3,114,292",5.26,0.83,"4,904.48","5,339.12",931.90,16.56,16.81,-27.91,-37.55,-34.56,-14.74,11.24,1.67
ITC,1642,"Consumer Goods",YES,293.15," -8.00 "," -2.66% ","19,891,787",31.24,6.85,"358,626.89","41,403.94","11,481.43",26.43,24.07,-2.98,14.68,14.83,11.86,5.55,16.98
"ITD Cementation India",5958,Cement,YES,124.40," 0.70 "," 0.57% ","63,529",23.20,2.15,"2,147.34","2,355.50",96.40,4.04,14.84,-8.33,-3.24,-25.17,15.06,54.53,18.72
ITI,1643,General,YES,90.25," 4.30 "," 5.00% ","2,147,537",34.55,-11.36,"8,046.09","1,470.37",232.88,12.53,0.00,-4.87,4.37,-35.06,52.88,41.11,11.61
"J Kumar Infraprojects",18186,"Real Estate",,225.10," 4.15 "," 1.88% ","110,274",11.18,1.09,"1,687.34","2,294.91",150.93,6.50,9.42,-3.13,-5.78,4.12,-16.64,24.44,18.28
"Jagran Prakashan",15765,General,,113.40," 0.15 "," 0.13% ","38,057",11.21,1.58,"3,349.45","2,315.22",310.57,13.19,14.83,-8.41,-19.54,-35.01,-6.59,6.40,5.04
"Jai Corp",1854,General,,120.45," 2.35 "," 1.99% ","1,350,490",58.88,1.73,"2,144.96",593.94,36.43,5.95,0.61,-22.05,-20.67,9.36,32.56,22.57,-8.61
"Jain Irrigation Systems",1860,Chemicals,,76.25," 1.20 "," 1.60% ","4,303,123",15.54,0.86,"3,797.20","8,357.50",256.82,3.03,5.12,-0.33,-18.20,-21.64,8.33,5.05,-0.50
"J and K Bank",6517,Bank/Finance,,45.55," -0.90 "," -1.94% ","159,515",11.37,0.46,"2,558.76","6,703.97","2,937.77",3.66,0.24,-19.01,-15.16,-38.23,-20.58,-16.38,0.16
"Jamna Auto Inds.",1874,Auto,Explore,74.35," -0.50 "," -0.67% ","728,957",20.04,6.39,"2,964.57","2,014.37",147.90,7.30,33.12,-10.33,-14.81,46.55,47.98,70.51,34.27
"Jay Bharat Maruti",1884,Auto,,385.65," 3.85 "," 1.01% ","5,819",13.29,2.21,827.03,"1,859.05",62.21,3.34,17.72,-13.05,-12.86,-34.88,40.60,-,26.12
"JB Chemicals  and  Pharma",1820,Pharma,,300.05," -1.45 "," -0.48% ","38,616",16.77,1.68,"2,510.44","1,339.48",149.70,10.98,9.89,-8.50,14.23,9.96,4.12,28.22,23.39
"JBF Industries",1821,Manufacturing,,29.15," -1.50 "," -4.89% ","8,462",-,0.17,237.84,"3,390.26",-159.69,-4.53,-8.03,-17.99,-50.53,-80.33,-47.94,-19.12,-8.27
"JBM Auto",6907,Auto,YES,304.75," -2.50 "," -0.81% ","16,109",16.76,2.88,"1,251.40","1,675.81",69.69,4.13,17.49,-13.46,-5.13,-41.14,16.63,93.28,45.77
"Jet Airways India",6708,Services,,192.05," -0.40 "," -0.21% ","6,007,128",-,-0.25,"2,174.25","23,648.12","-2,144.12",-8.85,0.00,-30.23,-49.09,-61.31,-16.54,-11.22,-7.67
"Jindal Poly Films",1920,Manufacturing,,293.25," -2.80 "," -0.95% ","89,147",22.60,0.69,"1,280.31","3,149.30",56.64,1.76,11.97,5.64,30.85,-19.23,-12.44,16.78,10.81
"Jindal Saw",3491,Mines/Mineral,,83.80," -0.30 "," -0.36% ","690,025",6.59,0.45,"2,701.92","8,168.62",417.16,4.88,-0.10,3.44,1.45,-24.40,9.34,13.11,-3.86
"Jindal Stainless (Hisar)",23227,Mines/Mineral,,124.25," -0.85 "," -0.68% ","701,757",7.40,2.22,"2,964.52","9,173.43",400.71,4.32,37.20,-1.30,-15.10,-26.78,-,-,-
"Jindal Steel  and  Power",6170,Mines/Mineral,,230.80," 5.15 "," 2.28% ","10,164,843",-,0.73,"22,224.05","31,764.49","-1,092.93",-3.44,-5.38,11.51,-0.18,68.21,55.52,-1.63,-0.40
"Jindal Worldwide",7232,manufacturing,YES,382.15," 0.10 "," 0.03% ","41,797",26.72,4.53,"1,523.96","1,753.97",57.03,3.23,26.83,-23.78,-26.47,-16.38,65.17,60.41,19.09
"JK Cement",16006,Cement,,783.40," 12.30 "," 1.60% ","7,627",17.46,2.48,"5,444.54","4,665.32",311.85,6.51,15.50,-3.45,-12.73,-18.31,5.89,32.40,21.54
"JK Lakshmi Cement",1832,Cement,,306.15," 0.55 "," 0.18% ","27,807",51.90,2.46,"3,602.47","3,434.45",69.41,1.98,3.06,-8.87,-3.94,-20.84,-5.72,34.30,24.82
"JK Paper",4651,"consumer Goods",YES,161.85," -4.20 "," -2.53% ","923,699",9.88,1.66,"2,915.17","3,009.46",295.18,9.72,17.56,-3.93,50.93,51.48,62.77,44.51,20.84
"JK Tyre  and  Industries",1834,Auto,,101.50," -0.60 "," -0.59% ","420,845",9.71,1.14,"2,308.96","8,905.01",248.21,2.74,3.21,-19.77,-16.94,-31.83,0.08,41.65,19.79
"JM Financial",1843,Bank/Finance,YES,92.60," -3.80 "," -3.94% ","3,958,338",11.94,1.67,"7,708.14","3,353.52",891.14,26.36,22.56,-22.82,-19.60,-29.35,30.16,33.46,8.14
"Johnson Controls - Hitachi Air Conditioning India",196,"Consumer Goods",,"1,738.90"," 4.35 "," 0.25% ","35,245",53.01,8.07,"4,731.35","2,116.66",89.26,4.20,20.53,-13.01,-31.81,-7.99,9.74,73.32,32.89
"JSW Energy",20597,Utilities,,62.90," -1.85 "," -2.86% ","2,865,975",114.93,0.91,"10,327.36","8,177.88",130.59,1.52,1.25,-4.78,-6.70,-11.48,-9.48,7.74,-
"JSW Steel",1922,Mines/Mineral,YES,408.10," 4.45 "," 1.10% ","3,317,487",12.41,3.27,"98,719.28","76,015.00","7,779.00",10.21,24.06,13.79,21.50,70.27,65.97,39.73,21.45
"JTEKT India",3724,Auto,Explore,123.65," 2.75 "," 2.27% ","103,866",58.69,7.33,"2,434.59","1,230.97",41.48,3.34,9.98,-8.56,26.94,16.55,27.19,67.01,22.63
"Jubilant FoodWorks",20629,Services,,"1,292.00"," 31.95 "," 2.54% ","1,222,852",66.22,14.43,"17,033.24","3,156.68",257.24,8.08,22.34,-17.24,-9.66,82.49,16.00,16.80,-
"Jubilant Life Sciences",4293,Pharma,YES,760.30," 24.70 "," 3.36% ","332,566",17.23,2.81,"12,032.89","8,040.41",691.08,8.55,16.87,2.70,3.03,12.21,24.59,55.14,9.00
"Just Dial",22074,IT,YES,506.05," 13.85 "," 2.81% ","1,744,628",23.72,3.50,"3,404.53",803.16,143.55,16.88,15.91,-11.41,-9.94,27.94,-20.73,-8.91,-
"Jyothy Laboratories",18071,"Consumer Goods",,200.10," 0.10 "," 0.05% ","319,048",42.84,10.51,"7,380.84","1,748.34",172.30,9.69,16.51,-0.97,-7.38,5.21,8.98,19.03,26.15
"Kajaria Ceramics",1971,General,,398.15," 5.50 "," 1.40% ","1,385,183",27.44,4.53,"6,299.20","2,739.45",225.06,8.18,18.15,-18.21,-21.94,-45.27,-0.18,26.53,36.70
"Kalpataru Power Trans",1979,Utilities,YES,325.00," -0.25 "," -0.08% ","198,981",14.90,1.74,"4,956.78","5,896.54",332.59,5.59,11.58,-12.99,-20.31,-11.28,10.68,41.17,8.04
"Kalyani Steels",1986,Mines/Mineral,YES,250.90," 1.80 "," 0.72% ","59,477",9.43,1.34,"1,089.14","1,333.43",115.48,8.56,15.52,-6.35,-5.60,-37.88,24.91,40.51,13.01
"Kama Holdings",6894,Chemicals,YES,"5,115.00"," -60.95 "," -1.18% ",288,90.42,6.31,"3,348.23",37.03,37.03,99.33,29.17,12.38,20.37,88.19,59.14,-,43.20
"Kansai Nerolac Paints",1335,Chemicals,Explore,447.95," 1.70 "," 0.38% ","32,621",46.70,7.37,"24,070.85","4,788.87",515.43,10.62,17.28,-11.98,-2.05,-4.00,23.13,31.52,31.46
"Karnataka Bank",4962,Bank/Finance,,102.10," 0.35 "," 0.34% ","2,788,232",8.16,0.56,"2,895.32","5,500.85","1,901.81",3.00,0.48,-14.64,-11.60,-30.90,0.03,7.51,-0.20
"Karur Vysya Bank",4967,Bank/Finance,,81.35," -1.05 "," -1.27% ","1,717,332",26.82,1.03,"6,534.30","5,758.10","2,343.16",3.65,0.54,-14.26,-13.88,-32.46,1.99,8.71,10.72
"Kaveri Seed Company",17700,"Consumer Goods",YES,620.05," 18.00 "," 2.99% ","319,165",18.61,3.30,"4,067.64",763.73,218.55,27.32,20.86,-5.63,5.14,17.97,12.10,15.50,30.21
"KEC International",16548,Engineering,YES,284.50," -6.50 "," -2.23% ","447,278",15.04,3.50,"7,285.88","10,305.98",484.29,4.68,25.69,-7.79,-17.07,-3.58,27.88,62.31,14.25
"Kei Industries",2046,Engineering,YES,333.60," -2.15 "," -0.64% ","92,452",17.54,4.15,"2,617.27","3,556.78",149.26,4.19,27.49,-17.87,-21.63,5.69,50.03,115.52,27.39
"Kennametal India",4463,Engineering,,951.00," 6.80 "," 0.72% ","3,265",40.71,4.85,"2,127.27",790.61,52.26,6.52,5.73,7.47,22.93,56.10,5.07,17.90,15.56
"Kesoram Inds.",2058,General,,64.75," 0.90 "," 1.41% ","100,301",-,1.27,912.58,"3,640.64",-404.33,-10.42,-92.97,-19.05,-25.53,-49.80,-9.97,1.91,-9.92
"Kewal Kiran Clothing",16600,Manufacturing,YES,"1,372.30"," -7.65 "," -0.55% ",285,21.46,4.10,"1,695.12",487.83,78.98,15.61,18.95,-6.48,-4.17,-15.20,-13.58,13.83,23.36
