Name,Code,Industry,myOpinion,Price,Change,Change%,Volume,PE,PB,"Market cap",Revenue,Profit,NetMargin,ROE,1M,3M,1Y,3Y,5Y,10Y
"KPIT Technologies",5971,IT,YES,277.75," -13.80 "," -4.73% ","2,578,784",19.99,2.92,"5,494.42","3,809.06",288.65,7.48,15.56,-0.75,5.39,136.84,38.26,17.22,28.85
"KPR Mills",17606,Manufacturing,YES,658.05," -28.45 "," -4.14% ","71,395",16.08,3.11,"4,800.98","3,178.37",298.55,9.36,20.34,-2.79,-0.43,-15.42,21.98,60.07,31.65
KRBL,2075,"Consumer Goods",YES,363.35," -20.70 "," -5.39% ","179,572",20.20,3.57,"8,515.23","3,118.50",421.59,13.47,20.71,-6.33,-20.51,-25.76,34.73,72.01,40.93
KSE,1962,"Consumer Goods",YES,"2,443.50"," -128.60 "," -5.00% ","3,535",10.43,4.94,781.92,"1,333.69",74.98,5.60,60.44,-10.50,-26.83,80.28,52.37,65.21,34.30
"Kwality Ltd.",2157,"Consumer Goods",,17.05," -0.85 "," -4.75% ","1,558,545",9.32,0.37,412.72,"6,415.38",44.28,0.69,20.05,-33.75,-40.00,-85.09,-38.85,-6.66,27.48
"L and T Finance Holdings",21427,Bank/Finance,YES,140.00," -6.00 "," -4.11% ","27,279,412",16.57,2.14,"27,978.67","10,803.37","1,695.81",14.99,14.43,-24.80,-13.01,-33.63,27.94,15.71,-
"L and T Infotech",23456,IT,,"1,857.05"," 20.15 "," 1.10% ","550,728",26.60,7.83,"32,086.07","7,791.50","1,206.40",14.69,33.05,-2.67,9.91,137.84,-,-,-
"L and T Technology Services",23518,IT,,"1,664.35"," -26.60 "," -1.57% ","157,143",28.51,8.29,"17,256.85","4,076.70",606.70,13.97,30.36,5.22,27.38,113.40,-,-,-
"La Opala RG",2167,General,YES,220.50," -7.90 "," -3.46% ","68,240",32.52,4.73,"2,449.22",266.94,75.32,27.07,15.65,-12.00,-9.90,-13.95,-8.83,34.67,56.14
"Lakshmi Machine Works",2182,Engineering,Explore,"6,779.30"," -220.45 "," -3.15% ","6,919",34.84,4.20,"7,438.29","2,498.77",213.48,8.15,12.99,-3.75,-10.85,16.88,26.52,27.84,21.35
"Lakshmi Vilas Bank",5006,Bank/Finance,,88.65," -5.15 "," -5.49% ","1,051,007",-,1.11,"2,261.07","2,998.66",703.08,1.48,-1.55,-4.53,-18.93,-38.30,8.04,15.26,6.35
"Larsen  and  Toubro",2192,Engineering,,"1,329.70"," -3.20 "," -0.24% ","2,309,530",24.27,3.30,"186,709.62","124,155.76","8,587.82",6.85,16.04,0.73,3.21,8.47,8.78,18.70,8.51
"Laurus Labs",23623,Pharma,,430.35," -5.10 "," -1.17% ","142,837",31.32,3.05,"4,549.21","2,116.80",145.26,6.78,11.97,-5.18,-11.44,-20.88,-,-,-
"Lemon Tree Hotels",24290,Services,,73.85," -0.20 "," -0.27% ","1,927,513",409.54,3.90,"5,819.05",-,-,-,2.28,-6.73,-1.54,-,-,-,-
"LG Balakrishnan  and  Bros.",2159,Engineering,,464.30," -21.25 "," -4.38% ","13,635",16.40,2.48,"1,477.64","1,387.59",90.10,6.47,16.01,-8.97,-16.76,28.83,30.02,-,31.18
"Liberty Shoes",2211,General,,181.45," -11.25 "," -5.84% ","156,597",39.53,1.80,307.83,568.24,7.79,1.37,4.00,-7.09,-4.86,-33.54,-2.23,18.77,11.57
"LIC Housing Fin.",2160,Bank/Finance,YES,440.05," -21.50 "," -4.66% ","6,931,318",10.59,1.67,"22,114.33","15,345.41","2,087.47",13.49,16.80,-22.11,-12.58,-33.65,-0.85,16.11,21.08
"Linde India",397,General,,420.70," -1.50 "," -0.36% ","29,437",130.45,2.54,"3,571.28","2,102.32",27.38,1.29,0.69,2.95,-7.10,7.38,11.39,9.85,10.24
"LT Foods",17056,"Consumer Goods",YES,45.90," -2.10 "," -4.38% ","1,264,273",10.58,1.21,"1,471.29","3,704.67",151.96,4.06,15.88,-19.83,-28.34,-31.85,33.53,46.51,24.09
"Lumax Auto Technologies",17083,Auto,YES,190.25," -1.60 "," -0.83% ","86,876",22.23,2.72,"1,281.02","1,209.41",66.78,5.45,14.03,-9.38,29.32,77.62,55.03,58.76,39.06
Lupin,2240,Pharma,,890.25," -19.10 "," -2.10% ","4,484,082",419.26,2.97,"40,231.92","15,817.34",98.04,0.60,1.91,0.06,-1.01,-13.82,-22.07,0.50,19.92
"Lux Industries",23211,Manufacturing,,"1,811.75"," -38.10 "," -2.06% ","86,668",55.32,13.42,"4,552.11","1,139.99",82.29,7.20,24.73,2.49,4.58,53.36,-,-,-
"M and M Financial Services",5039,Bank/Finance,YES,411.25," -22.15 "," -5.11% ","5,799,480",22.82,2.66,"25,412.08","7,480.57","1,113.55",14.76,12.50,-14.86,-15.98,-3.11,20.03,10.32,23.43
"Magma Fincorp",6456,Bank/Finance,YES,125.85," -5.85 "," -4.44% ","1,158,816",13.40,1.18,"3,395.71","2,279.24",245.51,10.51,10.27,-13.03,-23.74,-27.28,14.10,12.10,8.56
"Mahanagar Gas",23409,"Oil and Gas",YES,825.20," -8.75 "," -1.05% ","484,845",16.87,3.66,"8,127.93","2,546.34",481.86,18.48,24.29,-8.56,-1.12,-26.37,-,-,-
"Maharashtra Seamless",2313,Mines/Mineral,YES,472.40," -4.25 "," -0.89% ","65,634",12.02,1.02,"3,144.29","2,286.40",261.52,11.03,7.32,-3.88,8.47,10.99,46.89,21.04,5.34
"Mahindra  and  Mahindra",2321,Auto,YES,959.90," 11.00 "," 1.16% ","4,633,394",24.65,3.80,"119,005.00","50,587.64","4,827.53",9.34,20.74,-0.04,8.33,48.10,17.34,17.00,21.30
"Mahindra CIE Automotive",16732,Auto,,281.35," 2.05 "," 0.73% ","673,452",90.08,2.95,"10,578.11","2,307.67",117.43,5.05,10.29,9.89,4.16,17.08,1.77,33.62,6.54
"Mahindra Holidays  and  Resorts",20333,Services,,236.85," -3.85 "," -1.60% ","128,092",27.10,4.03,"3,136.51","1,041.58",115.75,10.79,20.32,-10.60,-26.07,-34.43,5.13,10.40,-
"Mahindra Logistics",24011,Services,,540.05," -6.15 "," -1.13% ","70,992",52.62,8.68,"3,852.34","3,491.83",74.47,2.13,17.01,-3.80,-11.37,-,-,-,-
Majesco,22971,IT,,510.20," -23.60 "," -4.42% ","90,369",68.66,2.79,"1,438.44",852.45,22.76,2.62,0.73,-1.22,7.63,18.19,15.18,-,-
"Manappuram Finance",7106,Bank/Finance,YES,81.70," -2.20 "," -2.62% ","9,134,203",9.60,1.70,"6,852.04","3,528.43",716.02,20.06,18.57,-20.99,-19.86,-21.83,49.41,40.64,27.89
MRPL,2346,"Oil and Gas",YES,75.05," 0.10 "," 0.13% ","2,441,292",5.60,1.16,"13,162.02","65,171.72","2,351.87",3.59,17.97,-7.63,-14.95,-43.19,13.28,16.81,2.98
"Manpasand Beverages",22975,"Consumer Goods",,121.80," -5.05 "," -3.98% ","753,172",13.82,1.08,"1,383.28",988.35,100.07,9.87,8.33,-9.54,-15.10,-74.88,-17.46,-,-
Marico,2370,"Consumer Goods",Explore,337.80," -6.35 "," -1.85% ","2,440,850",51.91,15.58,"43,515.04","6,667.50",851.46,12.61,34.12,-5.02,2.65,6.42,19.47,25.45,27.83
"Marksans Pharma",3996,Pharma,,33.05," -2.10 "," -5.97% ","7,120,463",31.69,2.76,"1,367.11",926.81,46.26,4.97,7.92,1.67,14.19,-29.76,-29.46,35.06,8.01
"Maruti Suzuki India",6442,Auto,Explore,"8,040.15"," -170.20 "," -2.07% ","1,646,047",29.83,5.55,"242,858.77","84,676.40","8,140.70",9.43,19.38,-11.70,-9.36,-1.14,21.39,40.49,26.88
"Mas Financial Services",21437,Bank/Finance,YES,533.70," -8.15 "," -1.50% ","35,692",26.42,3.93,"2,926.88",452.57,110.79,24.39,21.12,-5.80,-5.65,-,-,-,-
Mastek,2385,IT,YES,532.55," -32.35 "," -5.73% ","137,655",16.44,2.28,"1,278.37",869.72,77.76,8.67,13.99,-0.25,2.12,82.90,47.09,33.76,5.42
"Max Financial Services",2390,Bank/Finance,YES,450.95," 5.45 "," 1.22% ","1,346,597",91.54,5.89,"12,074.68",266.07,131.90,49.44,18.27,-6.60,-0.11,-30.33,-4.95,19.84,9.53
"Max India",23254,General,,82.55," 2.05 "," 2.55% ","1,625,430",352.30,1.35,"2,226.56",64.98,6.32,9.71,-4.81,-9.44,6.76,-39.52,-,-,-
"Mayur Uniquoters",2401,Manufacturing,YES,372.30," -6.85 "," -1.81% ","18,907",17.97,3.53,"1,689.36",552.50,94.02,16.49,23.17,-10.69,-13.58,-1.00,-2.97,26.15,56.09
"Mayur Uniquoters",2401,manufacturing,YES,372.30," -6.85 "," -1.81% ","18,907",17.97,3.53,"1,689.36",552.50,94.02,16.49,23.17,-10.69,-13.58,-1.00,-2.97,26.15,56.09
"Mcleod Russel",2408,General,,152.15," -5.35 "," -3.40% ","619,362",23.14,1.13,"1,629.73","1,625.88",70.43,3.59,12.73,15.30,0.26,-8.84,-0.30,-10.04,5.97
"Meghmani Organics",17388,Chemicals,YES,85.60," -2.35 "," -2.67% ","1,455,308",10.76,2.29,"2,174.39","1,858.59",271.68,14.31,29.95,-7.57,-1.21,1.60,65.02,83.82,17.86
Mercator,2426,Services,,19.40," -1.95 "," -9.13% ","2,432,986",-,0.64,583.75,890.33,-295.40,-31.97,3.07,-11.06,-21.54,-52.11,-3.53,10.07,-11.23
Merck,6867,Pharma,Explore,"2,930.90"," -32.30 "," -1.09% ","49,500",43.38,6.42,"4,966.54","1,138.31",129.98,9.86,13.44,2.07,19.68,172.96,58.06,39.72,25.08
"Minda Corporation",21701,Auto,,151.35," 3.40 "," 2.30% ","478,928",21.99,3.18,"3,434.46","2,789.97",144.05,5.13,18.95,-6.69,-11.54,9.76,24.32,-,-
"Minda Industries",15853,Auto,Explore,375.85," 7.45 "," 2.02% ","1,271,027",29.67,6.56,"9,861.98","4,955.21",342.95,6.88,28.69,-7.80,-10.63,32.05,120.51,109.82,35.89
MindTree,17165,IT,Explore,"1,086.20"," -34.15 "," -3.05% ","1,606,638",29.38,6.21,"17,819.47","5,812.80",606.60,10.17,21.54,4.65,9.69,134.63,15.30,31.78,29.14
"Mirza International",2466,"Consumer Goods",,91.45," -6.10 "," -6.25% ","523,073",14.67,1.89,"1,115.84",981.85,76.08,7.75,14.61,-7.99,-19.94,-43.75,-6.00,35.46,22.01
"MM Forgings",2254,Mines/Mineral,YES,588.55," -15.75 "," -2.61% ","22,462",18.96,3.56,"1,421.29",693.99,74.98,10.64,25.99,-3.09,-15.63,74.85,28.68,71.04,29.46
MMTC,2256,General,,31.30," -0.80 "," -2.49% ","2,181,905",115.13,3.10,"4,680.00","15,218.78",40.65,0.27,2.18,-4.29,-17.57,-25.36,3.51,-1.76,-26.96
"Moil Ltd.",21084,Mines/Mineral,YES,177.45," -10.75 "," -5.71% ","528,056",10.48,1.57,"4,585.44","1,297.59",437.70,29.56,14.23,2.33,-0.03,-12.92,20.11,10.87,-
"Mold-Tek Packaging",20747,General,,323.30," -1.80 "," -0.55% ","45,746",30.56,4.86,884.31,360.78,28.93,7.99,17.05,7.16,5.61,13.02,44.43,76.76,-
"Monsanto India",2506,Chemicals,YES,"2,923.45"," -194.35 "," -6.23% ","16,561",28.97,7.26,"5,101.40",697.23,176.11,24.68,28.17,2.25,3.51,18.38,6.85,37.49,14.53
"Morganite Crucible India",1360,general,YES,"1,950.85"," -102.65 "," -5.00% ","1,862",34.99,5.65,546.24,104.18,15.61,14.39,16.27,12.66,39.35,87.73,63.48,57.62,39.51
"Motherson Sumi Systems",2519,Auto,Explore,275.50," -16.05 "," -5.51% ","6,497,993",33.00,5.56,"58,158.62","58,012.44","2,392.38",4.11,23.37,-6.48,-4.92,-14.28,18.60,34.86,32.27
"Motilal Oswal Financial",17686,Bank/Finance,YES,758.15," -1.25 "," -0.16% ","181,778",20.16,4.67,"10,954.35","2,831.65",546.44,19.21,27.93,-11.13,-6.84,-40.86,35.12,59.27,22.25
Mphasis,6481,IT,YES,"1,187.50"," -37.45 "," -3.06% ","534,896",25.37,4.04,"23,049.31","6,830.09",908.62,13.00,14.46,2.30,11.60,97.59,45.12,23.33,18.84
MPS,5024,General,YES,558.80," -12.10 "," -2.12% ","16,132",16.07,2.41,"1,045.15",272.26,65.04,22.32,18.32,6.76,-0.70,-4.73,-11.20,38.63,15.44
MRF,2261,Auto,YES,"66,744.40"," -1,039.00 "," -1.53% ","10,416",22.73,2.87,"28,326.91","15,110.86","1,246.49",8.12,12.31,-10.37,-10.56,5.53,17.25,38.69,35.34
"Munjal Auto Inds.",7217,Auto,YES,60.65," -2.10 "," -3.35% ","89,259",15.43,2.10,610.50,"1,066.15",39.57,3.70,15.53,-2.71,-3.78,-15.97,18.79,32.86,28.16
"Munjal Showa",2546,Auto,,204.35," -5.95 "," -2.83% ","26,889",10.58,1.39,817.10,"1,628.74",77.23,4.68,14.32,-2.93,-11.82,-21.41,5.40,28.55,20.95
"Music Broadcast",22898,Services,,314.10," -14.45 "," -4.40% ","116,703",32.28,2.95,"1,755.13",303.61,54.37,16.95,9.01,-6.25,-0.88,-19.97,-,-,-
"Muthoot Capital Services",5093,Bank/Finance,YES,964.20," -19.65 "," -2.00% ","37,305",23.37,3.85,"1,594.42",442.70,68.23,15.40,18.77,-4.75,-8.66,69.71,100.17,69.06,41.02
"Muthoot Finance",16822,Bank/Finance,YES,457.35," -2.65 "," -0.58% ","4,126,022",9.86,2.23,"18,343.71","6,392.46","1,860.75",28.73,25.09,13.05,20.37,-8.88,42.16,35.77,-
"NACL Industries",2582,Chemicals,Explore,30.40," -1.75 "," -5.44% ","34,844",47.88,2.03,478.30,901.86,9.99,1.09,4.54,-16.28,4.97,-31.70,23.09,50.23,14.99
"Nandan Denim",16002,Manufacturing,,79.35," -2.05 "," -2.52% ","61,421",10.65,0.80,381.75,"1,522.29",35.86,2.33,15.45,5.93,-11.67,-47.19,-15.12,20.88,13.33
"Narayana Hrudayalaya",23212,Services,,248.30," -2.10 "," -0.84% ","109,922",139.60,4.95,"5,051.80","2,412.14",40.23,1.66,5.67,1.21,7.74,-17.83,-,-,-
"Natco Pharma",2613,Pharma,YES,790.05," 15.05 "," 1.94% ","489,238",18.55,4.50,"14,539.92","2,295.30",782.60,33.05,29.70,2.01,-3.96,-3.84,19.79,44.40,49.14
"National Aluminium",2617,Mines/Mineral,YES,65.75," -2.95 "," -4.29% ","15,115,087",6.68,1.13,"12,699.34","10,680.05","1,900.52",17.35,12.96,-9.38,0.23,-19.93,21.51,15.24,-3.81
"National Fertilizers",2619,Chemicals,YES,44.00," 0.00 "," 0.00% ","1,083,495",9.43,1.06,"2,151.19","9,236.55",228.12,2.45,11.17,-0.57,-10.87,-31.38,22.23,16.63,-0.48
"Nava Bharat Ventures",2636,General,,132.00," 0.45 "," 0.34% ","1,486,326",7.63,0.67,"2,350.95","2,717.30",374.24,13.36,8.49,4.65,-5.87,3.14,19.88,9.51,1.59
"Navin Fluorine International",15717,Chemicals,YES,717.55," 3.45 "," 0.48% ","78,613",20.75,3.49,"3,514.99",891.09,169.43,17.66,20.11,7.46,7.97,9.45,43.17,82.25,32.46
"Navkar Corporation",23111,Services,YES,103.05," 2.60 "," 2.59% ","294,053",14.28,0.90,"1,560.13",411.50,109.23,25.97,6.38,-15.83,-25.81,-46.23,-13.84,-,-
"Navneet Education",2640,General,,117.35," -1.65 "," -1.39% ","111,497",16.18,2.94,"2,748.98","1,240.34",169.85,13.43,17.64,-5.78,-4.57,-32.00,8.30,17.58,17.22
"NBCC India",21650,Engineering,,64.90," 0.10 "," 0.15% ","5,765,959",31.81,5.70,"11,646.00","7,239.30",381.50,5.15,20.31,-12.80,-21.91,-42.17,1.06,52.29,-
NCC,2583,"Real Estate",,85.10," -3.60 "," -4.06% ","10,212,778",15.64,1.18,"5,114.51","7,905.20",327.04,4.07,3.86,-14.42,-14.55,-3.95,7.67,47.61,0.93
"NCL Industries",2561,Cement,YES,141.25," -6.60 "," -4.46% ","53,026",16.25,1.36,634.39,923.02,39.04,4.20,14.28,-19.19,-17.40,-38.70,10.03,45.72,14.41
"Nectar Lifesciences",16019,Pharma,,24.35," -1.05 "," -4.13% ","423,794",9.91,0.51,544.95,"2,346.23",54.97,2.34,5.06,3.40,-1.82,-17.63,-13.99,15.18,-3.24
Nesco,2661,General,YES,468.65," -11.25 "," -2.34% ","58,108",19.35,3.17,"3,314.44",314.18,171.32,50.23,19.26,-6.61,-13.78,-12.56,19.90,28.97,18.62
"Nestle India",2654,"Consumer Goods",,"9,749.60"," -395.40 "," -3.90% ","152,670",63.87,25.34,"94,151.39","10,571.15","1,474.06",13.67,36.56,-10.31,-0.78,36.69,16.48,14.36,19.25
"Network 18 Media  and  Inv",17024,General,,48.30," -3.80 "," -7.29% ","1,667,496",-,4.89,"5,082.94","2,935.82",-192.18,-6.40,-14.65,11.48,10.84,-0.82,-0.91,10.88,-11.22
"Newgen Software Technologies",24148,IT,,228.85," -11.40 "," -4.75% ","59,035",21.86,3.92,"1,593.11",-,-,-,22.51,-3.88,-7.78,-,-,-,-
NHPC,5107,Utilities,YES,23.75," -0.40 "," -1.66% ","7,241,424",12.33,0.98,"24,314.59","6,735.51","2,633.56",23.94,10.83,-7.60,-5.20,-15.51,12.25,4.96,-
"NIIT Technologies",15854,IT,YES,"1,213.75"," -59.65 "," -4.68% ","1,240,232",23.76,4.05,"7,476.71","3,107.40",343.60,10.88,18.00,-11.41,8.61,125.38,40.10,33.78,29.11
Nilkamal,2676,Manufacturing,YES,"1,730.90"," -98.00 "," -5.36% ","38,701",20.73,3.14,"2,600.18","2,155.35",125.44,5.81,14.73,-11.50,3.59,10.74,22.57,78.15,26.00
"NLC India",2662,General,YES,69.95," 1.00 "," 1.45% ","892,838",7.34,0.80,"10,677.05","7,939.01","2,034.55",16.93,15.36,-11.30,-14.35,-25.53,-1.95,4.61,-3.43
NMDC,2621,Mines/Mineral,YES,115.75," -2.40 "," -2.03% ","7,648,272",9.60,1.45,"36,606.21","11,195.36","3,811.95",32.55,16.18,11.68,7.88,-10.07,3.63,-1.29,-6.13
NOCIL,2622,Chemicals,YES,163.05," -3.90 "," -2.34% ","656,879",14.58,2.48,"2,693.74","1,020.83",184.79,17.86,17.40,-9.47,-4.79,10.14,55.59,65.99,22.31
"NRB Bearings",2576,Engineering,YES,168.05," -5.05 "," -2.92% ","117,064",15.68,3.83,"1,630.24",885.30,103.97,11.55,27.24,-4.10,-7.66,37.47,13.17,38.20,19.43
NTPC,5109,Utilities,,168.25," -0.90 "," -0.53% ","7,997,857",13.38,1.34,"137,987.85","86,276.98","10,313.14",11.79,10.11,3.82,8.00,-0.45,9.74,2.52,-0.88
"Nucleus Software Exports",2709,IT,YES,398.05," -23.30 "," -5.53% ","50,217",16.81,2.41,"1,153.50",430.11,68.62,14.98,12.56,-0.53,7.72,28.92,17.89,36.07,11.30
"Oberoi Realty",21033,"Real Estate",YES,431.85," -21.10 "," -4.66% ","604,687",23.06,2.05,"15,609.44","1,892.95",672.87,35.10,7.70,-9.66,-14.26,2.68,19.71,20.13,-
"OCL India",2718,Cement,YES,"1,134.35"," -30.20 "," -2.59% ","13,696",16.97,2.29,"6,443.95","3,534.46",379.65,10.40,17.44,-5.86,4.50,-13.07,30.89,53.17,29.60
Omaxe,16821,"Real Estate",,218.45," -0.50 "," -0.23% ","355,668",57.32,1.81,"3,992.72","1,530.15",68.85,4.34,3.95,-1.62,0.34,9.59,18.05,13.55,9.36
ONGC,2730,"Oil and Gas",YES,180.40," 3.40 "," 1.92% ","9,298,030",10.41,1.16,"231,126.57","93,143.39","22,204.41",22.08,11.72,6.10,12.77,8.49,4.19,-1.43,0.08
"Oracle Fin Ser Software",6608,IT,YES,"4,011.90"," -94.60 "," -2.30% ","172,726",27.21,7.02,"34,534.39","4,668.57","1,269.25",26.45,32.57,-0.39,-0.77,14.02,2.66,6.21,15.23
"Oricon Enterprises",2767,Chemicals,,30.55," -3.45 "," -10.15% ","268,718",55.29,0.73,481.35,49.16,8.71,12.56,6.57,-15.68,-29.78,-54.42,-19.46,17.35,13.15
"Orient Cement",22002,Cement,,99.85," -2.95 "," -2.87% ","75,280",95.54,1.98,"2,036.40","2,294.25",21.32,0.92,4.45,-15.66,-9.27,-39.17,-14.13,22.39,-
"Orient Electric",24182,Engineering,,149.65," -5.60 "," -3.61% ","257,791",41.36,11.50,"3,164.75","1,730.14",76.52,4.41,28.14,-4.91,14.60,-,-,-,-
"Orient Paper  and  Inds.",2761,"consumer Goods",YES,46.65," -1.60 "," -3.32% ","2,520,806",16.56,0.74,988.78,652.08,66.48,8.87,3.90,13.80,55.39,-51.92,20.48,45.89,4.83
"Orient Refractories Ltd.",21624,General,YES,240.75," -7.90 "," -3.18% ","215,160",31.56,8.37,"2,885.74",659.19,91.44,13.57,28.80,0.04,33.41,54.22,44.16,56.41,-
"Oriental Bank of Com.",2765,Bank/Finance,,68.70," -3.70 "," -5.11% ","6,670,545",-,0.44,"4,353.44","17,230.41","4,702.02",2.82,-2.41,-15.38,-11.62,-48.64,-20.57,-16.49,-8.95
"Oriental Carbon  and  Chemicals",2766,Chemicals,YES,999.70," -22.05 "," -2.16% ","12,862",17.57,2.55,"1,029.35",342.83,58.59,16.80,15.85,-7.87,-0.06,-19.34,21.84,59.37,44.18
"P and G Hygiene  and  Health Care",3042,"Consumer Goods",Explore,"9,652.05"," -144.50 "," -1.48% ","5,693",83.56,38.86,"31,302.05","2,455.29",374.59,15.11,39.95,-9.94,-3.01,15.30,16.67,29.82,28.94
"Page Industries",17174,Manufacturing,Explore,"33,604.90"," 1,278.90 "," 3.96% ","53,356",96.15,38.21,"37,125.84","2,670.40",386.11,14.33,45.86,-5.34,22.27,68.15,34.80,49.41,53.68
"Panasonic Carbon India Co.",1728,Engineering,YES,467.30," -1.70 "," -0.36% ","2,753",17.50,2.25,224.30,44.51,12.81,24.80,13.25,-5.80,-1.97,-16.95,-5.37,28.73,17.07
"Parag Milk Foods",23372,"Consumer Goods",,255.15," -12.60 "," -4.71% ","636,296",20.56,2.91,"2,154.17","2,091.06",104.80,4.98,13.04,-14.69,-22.84,5.20,-,-,-
"PC Jeweller",21888,General,,71.75," -6.30 "," -8.07% ","12,079,443",4.97,0.70,"2,849.36","9,793.64",573.51,5.79,14.87,-24.83,-49.69,-79.05,-24.29,8.21,-
"Pennar Industries",2900,Mines/Mineral,,41.00," -2.55 "," -5.86% ","427,343",6.86,0.95,499.45,"1,802.73",91.84,5.04,11.47,-8.59,-20.65,-34.07,-5.19,14.52,2.60
"Persistent Systems",20707,IT,,811.55," -13.20 "," -1.60% ","193,843",19.35,2.94,"6,488.80","3,139.97",335.35,10.34,16.16,-4.53,-1.81,26.67,5.81,22.47,-
"Petronet LNG",15766,"Oil and Gas",YES,236.00," 2.55 "," 1.09% ","5,467,998",15.88,3.43,"35,370.00","33,332.67","2,227.23",6.61,23.10,3.33,12.39,2.12,37.92,30.39,23.51
Pfizer,2916,Pharma,,"3,156.30"," 36.20 "," 1.16% ","55,546",36.43,5.18,"14,380.57","2,059.91",394.74,18.13,14.11,6.07,21.60,77.79,6.91,24.44,19.05
"Phillips Carbon Black",2924,Chemicals,YES,223.50," -3.20 "," -1.41% ","1,180,267",13.75,2.61,"3,838.83","2,744.41",279.16,10.09,18.31,-13.90,-0.91,36.78,114.19,99.68,22.53
"Phoenix Mills",2928,"Real Estate",YES,627.20," 29.55 "," 4.94% ","107,754",37.03,3.31,"9,602.16","1,637.01",238.19,14.06,8.47,2.45,-1.55,27.61,23.36,25.00,15.64
"PI Industries",2806,Chemicals,,762.50," -10.95 "," -1.42% ","140,373",30.20,5.30,"10,511.30","2,329.52",348.11,14.58,20.83,-2.21,-4.29,-2.34,5.99,40.72,57.46
"Pidilite Industries",2933,Chemicals,Explore,"1,136.85"," 17.30 "," 1.55% ","837,142",58.96,15.10,"57,461.73","6,392.15",975.90,14.95,27.37,-1.20,9.02,34.79,26.37,35.15,32.11
"Pilani Investment  and  Inds. Corp.",5181,Services,YES,"2,460.85"," -0.30 "," -0.01% ",422,50.91,2.05,"1,922.97",42.06,37.77,89.80,1.12,1.38,-0.18,-23.49,-,15.93,-
"Piramal Enterprises",2667,Pharma,YES,"2,744.75"," -143.20 "," -4.96% ","1,666,137",10.46,1.88,"49,678.08","11,287.77","4,462.69",38.88,23.42,-3.30,8.27,-2.38,49.48,37.32,23.45
"Plastiblends India",2953,Chemicals,YES,239.95," -2.10 "," -0.87% ","20,900",19.29,2.40,619.06,595.82,32.10,5.37,11.59,-5.57,12.62,-3.45,13.99,49.81,20.69
"PNB Housing Finance",15760,Bank/Finance,YES,"1,189.75"," -43.95 "," -3.56% ","1,307,653",22.30,3.00,"19,646.12","5,940.07",880.95,14.83,13.15,-15.87,6.26,-27.51,-,-,-
"PNC Infratech",22918,General,,144.70," -5.75 "," -3.82% ","274,225",11.51,1.95,"3,727.51","2,235.43",323.76,14.26,15.81,-11.78,-3.29,8.35,14.82,-,-
"Polaris Consulting  and  Services",6077,IT,,474.60," -0.05 "," -0.01% ","26,586",21.60,3.67,"4,888.42","2,627.87",227.10,8.58,16.00,-,-,-,-,-,-
"Poly Medicure",2963,Chemicals,,218.10," 4.05 "," 1.89% ","8,352",26.59,5.49,"1,909.23",532.40,71.80,13.14,20.99,-12.99,12.10,-2.87,5.67,29.31,49.51
"Polyplex Corporation",2968,Chemicals,YES,593.20," -39.40 "," -6.23% ","161,307",9.27,0.72,"1,904.52","3,821.00",371.41,9.51,14.94,26.67,42.59,40.53,42.46,38.28,22.42
"Power Finance Corp.",5190,Services,YES,80.80," -2.65 "," -3.18% ","22,086,682",3.67,0.52,"21,265.86","26,418.07","5,799.88",21.59,15.17,-1.59,-0.98,-39.07,-12.88,3.93,2.24
"Power Grid Corporation",5191,Utilities,YES,200.40," 2.10 "," 1.06% ","6,285,924",12.96,1.96,"104,736.42","30,698.21","8,427.09",25.41,16.42,6.92,2.22,-5.23,13.56,14.56,7.80
"Power Mech Projects",23095,Engineering,,930.05," 0.35 "," 0.04% ","17,288",15.97,1.88,"1,367.29","1,651.39",100.20,6.04,13.80,-4.30,-3.18,67.77,17.17,-,-
"Prabhat Dairy",23127,"Consumer Goods",,141.60," -9.05 "," -6.01% ","55,975",26.50,1.88,"1,391.40","1,580.13",52.51,3.32,6.66,-7.35,-4.52,6.66,6.97,-,-
"Praj Industries",2982,Engineering,,100.50," -2.95 "," -2.85% ","3,570,842",42.61,2.49,"1,813.87",922.28,42.57,4.48,5.53,31.78,25.78,45.29,7.89,22.73,-3.69
"Prataap Snacks",23889,"Consumer Goods",,"1,070.30"," -23.70 "," -2.17% ","21,737",56.19,4.75,"2,517.80","1,076.04",44.81,4.12,4.37,-2.33,-9.95,-,-,-,-
"Prestige Estates Projects",21040,"Real Estate",,227.30," -2.40 "," -1.04% ","92,730",21.25,1.75,"8,480.63","5,080.30",420.40,8.15,8.99,-8.55,-15.71,-16.44,1.76,10.56,-
Pricol,23668,Auto,,59.50," -1.05 "," -1.73% ","129,718",10.57,0.64,563.57,"1,370.33",53.31,3.89,-7.04,-10.47,-11.20,-33.20,-,-,-
"Prism Johnson",3036,Cement,,104.15," 0.70 "," 0.68% ","987,934",42.26,4.78,"5,237.43","5,581.38",123.92,2.20,5.10,-6.64,2.51,-4.15,4.02,28.29,13.46
"PSP Projects Ltd.",23749,"Real Estate",,456.85," -15.35 "," -3.25% ","40,966",22.81,5.07,"1,639.80",808.75,71.89,8.67,32.70,-2.65,-4.75,27.41,-,-,-
